Message-ID,Subject,Body,summary,action_item,draft_reply
<10132078.1075841267313.JavaMail.evans@thyme>,We are shorrt @ PV LLH for 2/21/01,"The original schedule was 50 MW's TEP GEN @PV(EPE XCHANGE) - EPMI - 
SRP-MIRANT-CISO(T)PVD/SP15.  Mirant was cut by the CISO 25 mw HE 1-6,   8 mw 
HE 23, and  25 mw HE 24.  Please refer to Mirant tag #3316 for this revised 
schedule.   Mirant owes us a sink for 25mw HE 1-6, 8mw HE 23, and 25mw HE 24 
and has decided to provide the sink on a real-time basis.   Please check with 
Mirant to assure they have a sink for these hours.   Please check out with 
TEP when you are aware of the new sink.
   

Thanks 
Stacy","
- The original schedule involved 50 MW from TEP GEN @PV(EPE XCHANGE) - EPMI - SRP-MIRANT-CISO(T)PVD/SP15.
- Mirant's schedule was reduced by CISO, cutting 25 MW HE 1-6, 8 MW HE 23, and 25 MW HE 24.
- The revised schedule is available under Mirant tag #3316.
- Mirant owes a sink for 25 MW HE 1-6, 8 MW HE 23, and 25 MW HE 24 and will provide it in real-time.
- Stacy requests confirmation from Mirant regarding the sink and to check with TEP about the new sink.
"," Check with Mirant to assure they have a sink for 25 MW HE 1-6, 8 MW HE 23, and 25 MW HE 24.
","Dear Stacy,

Thank you for the update regarding the revised schedule for TEP GEN @PV(EPE XCHANGE) - EPMI - SRP-MIRANT-CISO(T)PVD/SP15. I understand that Mirant has adjusted its output and that they owe a sink for 25 MW HE 1-6, 8 MW HE 23, and 25 MW HE 24.

I will coordinate with Mirant to confirm their sink arrangements for these hours, and I will check in with TEP once I have confirmation. I will also be sure to reference Mirant tag #3316.

Thanks again for keeping me informed.

Best regards,

demo@gmail.com
"
<27682403.1075847130461.JavaMail.evans@thyme>,Re: Dynegy Power Corp. Master,"Ok by me.  I actually have a list of master issues that I would like to 
discuss sometime soon that are similar to this.  Thanks!


From: Tana Jones on 11/09/2000 03:28 PM
To: Tanya Rohauer/HOU/ECT@ECT
cc:  
Subject: Dynegy Power Corp. Master

We have a really old agreement with the referenced counterparty and I don't 
think we use it to trade under anymore.  I spoke to the Confirm Desk and it 
appears all of our trading is under Dynegy Marketing and Trade.  If you 
concur, I would like to inactive that master, since I'm afraid it might get 
attached for online trading.","
- Tana Jones requests to inactivate the Dynegy Power Corp. master agreement as it's old and not used for trading.
- All trading is done under Dynegy Marketing and Trade.
- Tanya Rohauer agrees with Tana Jones' request.
- Tana Jones has a list of similar master issues to discuss.
",No action_item," Dear Tana Jones,

I concur with your assessment. Please proceed with inactivating the Dynegy Power Corp. master agreement. I understand the concern about it potentially being attached for online trading, and it's best to keep our records accurate. Thank you for bringing this to my attention and for taking the initiative.

Best regards,

Tanya Rohauer
"
<21078534.1075845637085.JavaMail.evans@thyme>,RE: CO#6 for Fountain Valley,You are difficult to keep up with!," - The email thread consists of a single, brief statement: ""You are difficult to keep up with!""
"," No action items can be identified from the given email.
"," Dear [Recipient],

Thank you for your feedback. I apologize if my communication has been difficult to follow. I am always striving to improve, and I appreciate you bringing this to my attention. Could you please provide me with more specific examples of what has been challenging? This will help me understand the issue better and make the necessary adjustments to my communication style.

Sincerely,

demo@gmail.com
"
<5089661.1075853799946.JavaMail.evans@thyme>,,Hi," The provided email thread is empty, consisting only of ""Hi"". Therefore, no summary can be created.
"," No action items are present as the email thread contains only a salutation (""Hi"").
"," Dear [Recipient],

I hope this email finds you well.

Given the brevity of the original email, I'm unsure how to proceed. Could you please provide more context or elaborate on what you'd like to discuss?

Best regards,

Demo
"
<1253342.1075842234812.JavaMail.evans@thyme>,Re: Mieco- Credit W/S,"Russell,
 Attached please find the requested draft.




	Russell Diamond/ENRON@enronXgate
	03/01/2001 08:13 AM
		 
		 To: Jeffrey T Hodge/HOU/ECT@ECT, Dan J Hyvl/HOU/ECT@ECT, Debra 
Perlingiere/HOU/ECT@ECT
		 cc: Edward Sacks/ENRON@enronXgate
		 Subject: Mieco- Credit W/S

To All:

HIGH Priority

Attached is a credit W/S for Mieco, please prepare a Master Firm draft. I 
have been asked by management that the draft be sent out today as we are 
working to secure our entire trading relationship with Mieco.

Thanks very much,
Russell","
- Russell sent a credit worksheet for Mieco to Jeffrey T Hodge, Dan J Hyvl, and Debra Perlingiere, with Edward Sacks in cc.
- The recipients are asked to prepare a Master Firm draft.
- Management requested the draft be sent out today to secure the trading relationship with Mieco.
",No action_item," Dear Russell,

Thank you for sending the Mieco credit W/S and for the high priority notification. I have received the draft and will prepare the Master Firm draft promptly. I understand the importance of securing the trading relationship with Mieco.

Best regards,

demo@gmail.com
"
<10037380.1075857683502.JavaMail.evans@thyme>,Re:,its sounds like cats are no longer sleeping with dogs and the world is starting to make sense again.,"
- The sender humorously observes that the perceived natural order (cats and dogs not sleeping together) is being restored.
"," No action items for demo@gmail.com are present in the given email thread.
"," Dear [Sender],

While I appreciate your observation, I'm not entirely sure how to interpret your comment within the context of our work or previous communications. Could you please clarify your message so I can better understand your point and respond appropriately?

Best regards,

demo@gmail.com
"
<31565031.1075859211812.JavaMail.evans@thyme>,Re: Enron Letters,"> Jeff:
> Sorry to bug you but could you fax to me the letters Enron has sent to
> the CPUC (or UDCs if they are also relevant).  Paul Clanon's office has
> called me; UC is calling Lynch and I want to make sure I'm being
> consistent with what Enron has been saying.  My fax number is: 834-2310.
>
> Thanks,
> Dian","
- Dian requested Jeff to fax copies of Enron's letters to the CPUC (or UDCs) to ensure consistency in their communications.
- Paul Clanon's office and UC are also making inquiries.
- Dian's fax number is 834-2310.
",No action_item," Dear Dian,

I understand the urgency. Unfortunately, I don't have access to those specific Enron documents sent to the CPUC or UDCs. My role doesn't involve managing or distributing that kind of information.

I recommend reaching out to Enron's legal department or public relations team directly. They would be the most appropriate source.

Best regards,

Jeff (demo@gmail.com)
"
<1119236.1075860196576.JavaMail.evans@thyme>,Upcoming Board Meeting,"As you make your travel plans for our April 20 & 21st Board Meeting, please
consider coming a day early to enjoy our Whiteman Lecture program.  Our own
Walter Huff will be the presenter for this prestigious Lecture Series.  The
presentation will be given on April 19 at 11:00 a.m. in the Auditorium.
You, as special guests, are invited to a luncheon with our speaker
immediately following the lecture.  We will also have a dinner at the Quinby
House on the 19th for those arriving early.  Please RSVP by replying to this
e-mail or by calling Kim at 1-888-827-8268 if you can join us.","
- Board Meeting is scheduled for April 20th & 21st.
- Walter Huff will present the Whiteman Lecture on April 19th at 11:00 a.m. in the Auditorium.
- Special guests are invited to a luncheon with Walter Huff immediately after the lecture.
- Dinner will be held at the Quinby House on April 19th for early arrivals.
- RSVP is requested by replying to the email or calling Kim at 1-888-827-8268.
"," RSVP for the Whiteman Lecture program, luncheon, and dinner at the Quinby House by replying to the email or calling Kim at 1-888-827-8268.
"," Dear [Recipient],

Thank you very much for the invitation to the Whiteman Lecture program and the associated events. I would be delighted to attend. Please count me in for the lecture on April 19th at 11:00 a.m. in the Auditorium, the luncheon with Walter Huff, and the dinner at the Quinby House. I will RSVP by replying to this email.

I look forward to seeing you and the other attendees at the meeting and events.

Sincerely,

demo@gmail.com
"
<21844399.1075847378792.JavaMail.evans@thyme>,Counterparty- Genesis Ventures,"Tom/Tana-

Genesis ventures migrated last night. The counterparty needs to be retouched 
on the 5 European products (read only) and also US Recycled ONP Physical 
(trade).  

I would appreciate it if you could revisit this counterparty when you get a 
chance.

Best Regards,

Nicole Hunter
Clickpaper Support Team
713-345-8438","
- Genesis Ventures migration completed.
- Nicole Hunter requests Tom and Tana to revisit the counterparty for 5 European products and US Recycled ONP Physical.
- The European products are read-only, while the US Recycled ONP Physical involves a trade.
"," Retouch the counterparty on the 5 European products (read only).
"," Dear Nicole,

Thank you for the update. I will prioritize revisiting the counterparty for the 5 European products (read only) and US Recycled ONP Physical (trade) following the Genesis Ventures migration. I'll aim to complete this as soon as possible.

Best regards,

Tom/Tana (demo@gmail.com)
"
<12697259.1075840478385.JavaMail.evans@thyme>,PRODUCTION SYSTEM OUTAGE:All Production SAP Servers,"System Outage Notification
Outage Description:
Due to changes in the Enron environment, SAP will be unavailable during its normal maintenance window to complete system updates.
Date & Time of Outage: 
Outage Commences:  April 28,2002 @12:01:00AM
Outage Ends: April 28,2002 @3:00:00 PM
Outage Abstract:  All Production servers (Apollo Production, HR Production, IBuyIt) will be unavailable.
Outage Implication: No access during this outage.
Contacts:
Contact:	Contact Information:	
ISC Customer Care 	713-345-4727	
Kenny Shih 	 800-696-9895","
- SAP will be unavailable due to system updates related to changes in the Enron environment.
- Outage starts April 28, 2002, at 12:01:00 AM and ends April 28, 2002, at 3:00:00 PM.
- All Production servers, including Apollo Production, HR Production, and IBuyIt, will be unavailable.
- No access will be available during the outage.
- Contact ISC Customer Care at 713-345-4727 or Kenny Shih at 800-696-9895 for assistance.
"," Acknowledge the system outage notification regarding SAP unavailability.
"," Dear ISC Customer Care and Kenny Shih,

Thank you for the notification regarding the SAP system outage on April 28, 2002. We understand the necessity of the system updates due to the changes in the Enron environment and appreciate the advance notice. We will make the necessary arrangements to accommodate the downtime, including the unavailability of the Apollo Production, HR Production, and IBuyIt servers.

If we experience any unforeseen issues or require further clarification during the outage, we will reach out to you at the provided contact numbers.

Sincerely,

demo@gmail.com
"
<12879035.1075847137651.JavaMail.evans@thyme>,"Re: ClickPaper approvals, 11-30-00 _ GCP Response","Attached are ClickPaper approvals for November 30, 2000 with GCP adjustments 
in red.



Rgds.

Samuel x3-9890
(GCP_ENA)





Walter Guidroz@ENRON
11/30/2000 01:59 PM
To: Camille Gerard/Corp/Enron@ENRON, Mary G Gosnell/HOU/ECT@ECT, Samuel 
Schott/HOU/ECT@ECT, Adnan Patel/Corp/Enron@ENRON, Tanya Rohauer/HOU/ECT@ECT, 
Paul Radous/Corp/Enron@ENRON, Tom Moran/HOU/ECT@ECT, Bradley 
Diebner/HOU/ECT@ECT, Tana Jones/HOU/ECT@ECT, Karen Lambert/HOU/ECT@ECT, 
Stacey Richardson/HOU/ECT@ECT, Frank L Davis/HOU/ECT@ECT, Noel 
Petterson/Corp/Enron@Enron, Walter Guidroz/NA/Enron@Enron
cc:  
Subject: ClickPaper approvals, 11-30-00

Attached are ClickPaper approvals for November 30, 2000.","
- Samuel Schott sent an email with attached ClickPaper approvals for November 30, 2000, with GCP adjustments in red.
- Walter Guidroz forwarded the email with the attachment to a large distribution list, which included Camille Gerard, Mary G Gosnell, Adnan Patel, Tanya Rohauer, Paul Radous, Tom Moran, Bradley Diebner, Tana Jones, Karen Lambert, Stacey Richardson, Frank L Davis, and Noel Petterson.
"," No action items for demo@gmail.com as it is not listed as a recipient.
"," Dear Samuel Schott,

Thank you for sending the ClickPaper approvals for November 30, 2000, including the GCP adjustments. I appreciate you highlighting those changes in red.

Regards,

demo@gmail.com
"
<8745514.1075843709304.JavaMail.evans@thyme>,anyone happy with their mobile phone service?,"Greetings office mates,
Sorry to bother you, but I've had it with my Sprint PCS ""nationwide"" service 
and thought I would ask you all if any of you have a national or 
international mobile phone service that you are happy with that you would 
recommend.
Thanks,
Catherine

Catherine McKalip-Thompson
Manager, Environmental Responsibility
Enron Corp.
101 California Street, Suite 1950
San Francisco, CA 94111
Tel: 415.782.7842
Fax: 415.782.7854","
- Catherine McKalip-Thompson is seeking recommendations for a reliable national or international mobile phone service.
- Catherine is currently dissatisfied with her Sprint PCS ""nationwide"" service.
- Catherine McKalip-Thompson is the Manager, Environmental Responsibility at Enron Corp. in San Francisco.
"," No action items for demo@gmail.com are present in the provided email thread.
"," Dear Catherine,

Thanks for reaching out! I understand the frustration with mobile service. While I don't have a *national* service I can personally recommend, as I primarily use a local provider, I've heard good things about Verizon and AT&T from colleagues. They often get mentioned in the context of good nationwide coverage.

Hope this helps!

Best regards,

Demo
"
<5557649.1075861292892.JavaMail.evans@thyme>,EDF Wire,"Hi Dutch,
 
I hated to call you to tell you I still don't have an answer from EDF Man.  I spoke to Paul again about 5 min. ago (1:45) and he tells me that he still can't get an answer but that I'm the first on the list to call!!??  I then called our treasury department and spoke to Nera and she says that the wire has not come in as of yet.
 
I'll let you know as soon as I do!
gg","
- The sender, GG, has not yet received an answer from EDF Man.
- Paul informed GG that he's first on the call list.
- Nera from the treasury department confirmed the wire hasn't arrived yet.
"," The provided email does not contain any action items for demo@gmail.com. The email is an informational update from 'gg' to 'Dutch' regarding a delayed response from EDF Man and a missing wire transfer.
"," Dear GG,

Thank you for the update. I understand these things can take time and appreciate you keeping me informed. Please let me know as soon as you hear from EDF Man or the wire transfer clears from Nera in the treasury department. I appreciate your efforts in following up with Paul.

Best regards,

Demo
"
<23138539.1075862305254.JavaMail.evans@thyme>,For Floor Meetings,Thanks for your help.  --Sally,"
- Sally expressed gratitude for assistance.
"," No action items are identified for demo@gmail.com in this email thread.
"," Dear Sally,

You're very welcome! I'm glad I could be of assistance.

Best regards,

demo@gmail.com
"
<31250080.1075852823328.JavaMail.evans@thyme>,"Your Approval is Overdue: Access Request for
 ryan.williams@enron.com","This request has been pending your approval for  29 days.  Please click http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000059240&Page=Approval to review and act upon this request.





Request ID          : 000000000059240
Request Create Date : 9/10/01 2:19:58 PM
Requested For       : ryan.williams@enron.com
Resource Name       : Market Data Kobra Power
Resource Type       : Applications","
- Request ID: 000000000059240 requires approval.
- The request has been pending for 29 days.
- Requested for: ryan.williams@enron.com.
- Resource: Market Data Kobra Power (Applications).
- Request created on: 9/10/01 2:19:58 PM.
- Approval link provided: http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000059240&Page=Approval
"," Review and act upon the request with ID 000000000059240 by clicking the link: http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000059240&Page=Approval
"," Dear Team,

I apologize for the delay in approving Request ID 000000000059240 for Ryan Williams's access to ""Market Data Kobra Power"" applications. I have now reviewed the request and taken the necessary action.

Thank you for the reminder.

Sincerely,

demo@gmail.com
"
<14813657.1075846059143.JavaMail.evans@thyme>,Blue Dog assignment language,"I believe this to be the applicable assignment language.  I'm confirming.



Kay","
- Kay is confirming the applicability of assignment language.
"," No action items are present for demo@gmail.com.
"," Dear Kay,

Thank you for confirming. I appreciate you taking the time to review the assignment language.

Best regards,

Demo
"
<5449794.1075854688624.JavaMail.evans@thyme>,,"http://www.rushlimbaugh.com/home/weekend_sites/weekend100900_101300/quotes_101
000.html","
- The provided text is a URL to the website rushlimbaugh.com.
- The URL points to a page with quotes from the period of October 9th to October 13th.
"," There are no action items for demo@gmail.com in the provided email thread. The thread only contains a URL.
"," Dear [Recipient],

Thank you for sharing the link to http://www.rushlimbaugh.com/home/weekend_sites/weekend100900_101300/quotes_101000.html. I appreciate you thinking of me. I will review the content when I have a moment.

Sincerely,

demo@gmail.com
"
<12092214.1075843027609.JavaMail.evans@thyme>,Registering for Classes,"Greetings Diane:

Well, the TeleBears on the Web seems to be experiencing some ""technical 
difficulties"" and I've thus far been unable to register.  I'll keep trying!  

In the meantime, I want to make sure that I don't miss any deadlines for the 
1-unit courses.  I intend to sign up for the E291-B course (Speaking for 
Management).  When do I need to sign up by?  Thanks.

Best,
Jeff","
- Jeff is experiencing technical difficulties with TeleBears on the Web and is unable to register.
- Jeff is inquiring about the registration deadline for the E291-B course (Speaking for Management).
"," Determine the deadline for signing up for the E291-B course (Speaking for Management).
"," Dear Jeff,

Thank you for your email. I understand you're having trouble with the TeleBears registration.

Regarding the E291-B (Speaking for Management) course, the deadline for sign-ups is [Insert Specific Deadline Here, e.g., ""the end of the Add/Drop period,"" or ""October 27th""]. Please make sure to register before then.

I hope the TeleBears issues are resolved soon. Please don't hesitate to reach out if you have any further questions.

Best regards,
Diane
"
<17046472.1075861607004.JavaMail.evans@thyme>,RE: NERC Meeting Notes - Nov14-16,"Joes,

Thanks for the note.  My only comment would be in relation to the resource adequacy discussion - watch this one, I believe that NERC is trying to promote a nation-wide ICAP.

Kind Regards,

Dave

Happy Thanksgiving!

 -----Original Message-----
From: 	Bestard, Jose  
Sent:	Tuesday, November 20, 2001 10:19 AM
To:	Steffes, James D.; Yeung, Charles; Walton, Steve; Nicolay, Christi L.; Perrino, Dave; Andy Rodriquez (E-mail)
Cc:	Shapiro, Richard
Subject:	NERC Meeting Notes - Nov14-16


See Attachment

	 << File: JB- Notes NERC Nov 2001 Meetings.doc >>","
- Jose Bestard shared notes from the NERC meeting held November 14-16, 2001.
- Dave Perrino cautioned about the resource adequacy discussion, noting NERC's potential promotion of a nation-wide ICAP.
",No action_item," Dear Dave,

Thank you for the heads-up regarding the resource adequacy discussion and NERC's potential promotion of a nation-wide ICAP. I will definitely keep a close eye on this.

Happy Thanksgiving to you as well!

Best regards,

demo@gmail.com
"
<19040796.1075855413999.JavaMail.evans@thyme>,Out of Office AutoReply: Termination Log,Happy Holidays! I'm back on January 2nd!,"
- The sender will be back on January 2nd.
"," No action items are present for demo@gmail.com based on the given email thread.
"," Dear [Sender Name],

Happy holidays to you too! I hope you have a wonderful and relaxing break.

I look forward to connecting with you again on January 2nd.

Best regards,

demo@gmail.com
"
